Name,VowelDur,ClosureDur,F1offset,F1steady,F2offset,F2steady,F3offset,F3steady,F4offset,F4steady,F5offset,F5steady,f0offset,f0steady,f0TransitionDur,F1TransitionDur,OtherFsTransitionDur,F1Closure,f0Closure,ClosureVoicingDur
55_m1_b_uw,0.205,0.08414697503410935,166.03699220531666,177.197336245626,800,1150,1750,2400,3300,3300,3850,3850,84.047380084937,98.70630159549151,0.055,0.055,0.04,150,90,0.08414697503410935
56_m2_d_aa,0.205,0.17930184180445516,488.2849305955456,811.6062737460315,800,1150,1750,2400,3300,3300,3850,3850,66.33623080327865,75.56532023796328,0.055,0.055,0.04,150,90,0.10162328733376724
57_m1_g_uw,0.205,0.12430972433392937,318.24273139146135,224.51968520929742,800,1150,1750,2400,3300,3300,3850,3850,99.02971343666557,91.49349038700274,0.055,0.055,0.04,150,90,0.10110845759159826
58_f1_g_iy,0.205,0.053974140658274716,340.8989386907618,448.51227267812993,800,1150,1750,2400,3300,3300,3850,3850,211.0744008879566,195.84631151191834,0.055,0.055,0.04,150,90,0.024339682020401078
59_m2_g_eh,0.205,0.18007283513613453,373.8376599802041,616.7409593415649,800,1150,1750,2400,3300,3300,3850,3850,124.7401202144956,94.8182742382009,0.055,0.055,0.04,150,90,0.15291173154746796
60_m2_b_ah,0.205,0.13317178794042223,385.89576027801394,508.76066571542367,800,1150,1750,2400,3300,3300,3850,3850,132.95483447995005,110.51636487041006,0.055,0.055,0.04,150,90,0.1274363606310404
61_m1_g_aa,0.205,0.1266496283639144,242.64841596141454,696.1314051722236,800,1150,1750,2400,3300,3300,3850,3850,95.54412389186459,93.1355682911578,0.055,0.055,0.04,150,90,0.10601252889278263
62_f1_g_ah,0.205,0.07982104144676248,313.22824695364113,907.3474241858921,800,1150,1750,2400,3300,3300,3850,3850,106.02201755985568,64.07711625473036,0.055,0.055,0.04,150,90,0.07982104144676248
63_m2_g_iy,0.205,0.09162440551981893,133.40418614465102,152.97464982266575,800,1150,1750,2400,3300,3300,3850,3850,139.21559559120794,93.92113167068703,0.055,0.055,0.04,150,90,0.09162440551981893
64_m1_d_aa,0.205,0.10565352601394246,424.5116119997293,785.2073764367822,800,1150,1750,2400,3300,3300,3850,3850,138.17514779287978,97.19096088055468,0.055,0.055,0.04,150,90,0.10565352601394246
65_m1_d_aa,0.205,0.11261678159779584,334.22530455784005,665.8952313062188,800,1150,1750,2400,3300,3300,3850,3850,93.43800330978799,76.04131299031621,0.055,0.055,0.04,150,90,0.11261678159779584
66_f1_b_uw,0.205,0.09053567690303908,262.97241209992615,502.6442596856647,800,1150,1750,2400,3300,3300,3850,3850,180.83779407803914,220.6854882961136,0.055,0.055,0.04,150,90,0.009308826400498002
67_f1_d_iy,0.205,0.10269535060696107,369.8923864486012,297.0586549729622,800,1150,1750,2400,3300,3300,3850,3850,198.364404302075,183.5784685875388,0.055,0.055,0.04,150,90,0.07913250934493885
68_m1_g_uw,0.205,0.0764584959566121,193.6492490437092,431.0706470602794,800,1150,1750,2400,3300,3300,3850,3850,102.98938710658676,133.59048249431342,0.055,0.055,0.04,150,90,0.0764584959566121
69_m2_d_uw,0.205,0.1359192997525149,251.94294259042778,342.69342363814525,800,1150,1750,2400,3300,3300,3850,3850,96.27232268908907,84.60491863075254,0.055,0.055,0.04,150,90,0.09991887867094806
70_m1_g_aa,0.205,0.13587368429677704,379.88747803539275,478.3353861572124,800,1150,1750,2400,3300,3300,3850,3850,78.77218844887255,75.0843165543091,0.055,0.055,0.04,150,90,0.10078360979911091
71_m1_b_eh,0.205,0.1217742246704899,321.3261196087198,580.1941362863024,800,1150,1750,2400,3300,3300,3850,3850,91.85731200438396,142.26589501729305,0.055,0.055,0.04,150,90,0.09769591033109586
72_m2_g_aa,0.205,0.1513761902750295,660.7371970223201,545.7855721203188,800,1150,1750,2400,3300,3300,3850,3850,93.03118203030076,107.69190123826009,0.055,0.055,0.04,150,90,0.09043132073405805
73_f1_b_ah,0.205,0.11851383662173826,601.0594251498384,859.7280238203855,800,1150,1750,2400,3300,3300,3850,3850,197.97211739981128,193.760042081275,0.055,0.055,0.04,150,90,0.06643367536372177
74_m2_g_eh,0.205,0.1265528025051242,265.3950051757915,463.2565821437146,800,1150,1750,2400,3300,3300,3850,3850,83.08622635689586,108.37532707828936,0.055,0.055,0.04,150,90,0.1265528025051242
75_m2_b_uw,0.205,0.11781924364206196,229.06901199372064,332.91665196347606,800,1150,1750,2400,3300,3300,3850,3850,100.87781981102958,134.26829564773186,0.055,0.055,0.04,150,90,0.10412360131859907
76_m2_b_iy,0.205,0.1035467243197985,229.29558673692776,372.79029438944605,800,1150,1750,2400,3300,3300,3850,3850,130.47393294841743,96.54307716804573,0.055,0.055,0.04,150,90,0.1035467243197985
77_m2_b_ah,0.205,0.13178515985437403,378.5058905574772,728.7115359808199,800,1150,1750,2400,3300,3300,3850,3850,97.14440237108094,133.89763285707252,0.055,0.055,0.04,150,90,0.11767342624103826
78_f1_b_aa,0.205,0.1293195819365825,567.6766360870636,969.4413273580792,800,1150,1750,2400,3300,3300,3850,3850,175.7653123089778,181.52846298589645,0.055,0.055,0.04,150,90,0.08023472696720806
79_f1_b_ah,0.205,0.09658888884174915,382.62934266747,921.2028037872444,800,1150,1750,2400,3300,3300,3850,3850,189.12625552480378,150.19395735647407,0.055,0.055,0.04,150,90,0.08984071129827281
80_m1_g_eh,0.205,0.10288051486982498,230.05604002857518,499.74345227536276,800,1150,1750,2400,3300,3300,3850,3850,81.42622247787686,126.53036592786941,0.055,0.055,0.04,150,90,0.10288051486982498
81_m2_d_uw,0.205,0.18721124258083324,254.42149947418858,170.18801058207185,800,1150,1750,2400,3300,3300,3850,3850,126.18325436002242,102.72363753518226,0.055,0.055,0.04,150,90,0.046003887025410396
82_m1_g_ah,0.205,0.13716131537546705,225.2311011639976,473.1325525426177,800,1150,1750,2400,3300,3300,3850,3850,99.00489674388368,77.73907106155549,0.055,0.055,0.04,150,90,0.13016413376875602
83_m1_g_eh,0.205,0.08809636845739435,285.8110259130311,387.3748787989466,800,1150,1750,2400,3300,3300,3850,3850,73.30654543700254,108.6641510770975,0.055,0.055,0.04,150,90,0.08809636845739435
84_m1_b_ow,0.205,0.11596901845471812,406.06824743687326,596.9495779199863,800,1150,1750,2400,3300,3300,3850,3850,91.72253050034635,105.03989024417227,0.055,0.055,0.04,150,90,0.11596901845471812
85_m2_g_ow,0.205,0.14482299802970489,151.36332807012334,533.7421549418514,800,1150,1750,2400,3300,3300,3850,3850,82.78175725158303,107.83148082608795,0.055,0.055,0.04,150,90,0.07436504393270466
86_f1_b_iy,0.205,0.09818329959766633,356.57146063577954,352.4456182565908,800,1150,1750,2400,3300,3300,3850,3850,162.44705428933264,179.55592507535204,0.055,0.055,0.04,150,90,0.03276545966723098
87_m1_g_ow,0.205,0.08168835799978566,304.97733709649987,595.0554966872546,800,1150,1750,2400,3300,3300,3850,3850,110.1115633714048,86.03498222354666,0.055,0.055,0.04,150,90,0.08168835799978566
88_f1_d_ah,0.205,0.13392326093093357,415.3945075300651,794.3069331460749,800,1150,1750,2400,3300,3300,3850,3850,138.12436337194288,159.45710278546954,0.055,0.055,0.04,150,90,0.11314146772720951
89_m1_d_ah,0.205,0.11288696558570925,395.90705508050064,665.7389850565455,800,1150,1750,2400,3300,3300,3850,3850,96.70825120733997,124.7968437553127,0.055,0.055,0.04,150,90,0.11288696558570925
90_m1_d_iy,0.205,0.0872036843703811,200.7655169129467,275.27867782529154,800,1150,1750,2400,3300,3300,3850,3850,84.53196150667071,106.7950618113128,0.055,0.055,0.04,150,90,0.0872036843703811
91_m2_b_ow,0.205,0.09481814882722114,387.01641595814164,569.0151186593314,800,1150,1750,2400,3300,3300,3850,3850,85.14635772352241,129.01224064771407,0.055,0.055,0.04,150,90,0.09481814882722114
92_f1_b_eh,0.205,0.10174513459908693,354.59861899215457,650.950638509541,800,1150,1750,2400,3300,3300,3850,3850,157.02251149158076,217.39223734053678,0.055,0.055,0.04,150,90,0.10174513459908693
93_m2_d_ah,0.205,0.16005133075044925,341.28237057974206,799.4323783779494,800,1150,1750,2400,3300,3300,3850,3850,121.48746318836459,107.99640893550574,0.055,0.055,0.04,150,90,0.1067189918060783
94_f1_b_eh,0.205,0.12146244459713457,320.1775735178901,482.21017669230423,800,1150,1750,2400,3300,3300,3850,3850,171.03327057386105,210.30758499251598,0.055,0.055,0.04,150,90,0.09933469464005984
95_m1_d_iy,0.205,0.10119357880560224,140.5101173242531,357.1250588191706,800,1150,1750,2400,3300,3300,3850,3850,136.05189606631066,140.4013516275491,0.055,0.055,0.04,150,90,0.08585835700376539
96_m1_g_ow,0.205,0.12782691425601167,295.4505937919249,404.19346148811087,800,1150,1750,2400,3300,3300,3850,3850,75.13739731632913,108.3689230976894,0.055,0.055,0.04,150,90,0.05379059974858368
97_m1_b_aa,0.205,0.1308792702504864,516.8886747254313,644.2525125841233,800,1150,1750,2400,3300,3300,3850,3850,80.79731685240682,98.67965826645872,0.055,0.055,0.04,150,90,0.1201960736210852
98_f1_b_ah,0.205,0.10509243910293145,460.41807452689557,883.804505295717,800,1150,1750,2400,3300,3300,3850,3850,159.90722379087302,149.8253507169486,0.055,0.055,0.04,150,90,0.019189703297677517
99_m2_b_uw,0.205,0.09534200631924811,137.76022130039027,445.4132446717655,800,1150,1750,2400,3300,3300,3850,3850,80.5560168662807,100.5870817585462,0.055,0.055,0.04,150,90,0.07642819164420483
100_m2_d_aa,0.205,0.1266250135017204,442.6790299948892,697.1036213101531,800,1150,1750,2400,3300,3300,3850,3850,119.55663008815617,130.40196757265534,0.055,0.055,0.04,150,90,0.10722810167406743
101_m2_d_eh,0.205,0.12656850356355417,431.6222264080597,576.5457799067126,800,1150,1750,2400,3300,3300,3850,3850,64.53506636980198,121.50594086624409,0.055,0.055,0.04,150,90,0.07431673066524529
102_m2_d_iy,0.205,0.10330477089071201,241.0674696204277,127.41589939747931,800,1150,1750,2400,3300,3300,3850,3850,99.50145460913559,150.15873309632323,0.055,0.055,0.04,150,90,0.10330477089071201
103_f1_g_uw,0.205,0.10275401538557613,282.26438201508086,302.15968338114413,800,1150,1750,2400,3300,3300,3850,3850,193.05085491801725,182.12376807602297,0.055,0.055,0.04,150,90,0.023580441981618155
104_f1_d_uw,0.205,0.05114221262537538,375.48560669846376,201.92663798538007,800,1150,1750,2400,3300,3300,3850,3850,180.3392085565541,213.6223344706239,0.055,0.055,0.04,150,90,0.00670529870185383
105_m1_g_ah,0.205,0.1278597535904073,250.68242284493536,590.385706386126,800,1150,1750,2400,3300,3300,3850,3850,100.88380132585506,139.75816038673156,0.055,0.055,0.04,150,90,0.1278597535904073
106_f1_g_aa,0.205,0.04897104765462836,427.77418241213456,1030.4370967334225,800,1150,1750,2400,3300,3300,3850,3850,177.16623141555928,184.18462117040636,0.055,0.055,0.04,150,90,0.036371641269517946
107_m2_d_ah,0.205,0.1460601334900971,309.9597879425623,741.5943249474896,800,1150,1750,2400,3300,3300,3850,3850,101.27494080125305,109.51275122546002,0.055,0.055,0.04,150,90,0.1190761445086898
108_m2_d_ow,0.205,0.1241951317073786,294.2604146253128,429.4666426442808,800,1150,1750,2400,3300,3300,3850,3850,97.34042087212794,120.9150120015334,0.055,0.055,0.04,150,90,0.10146871471300567
109_f1_g_uw,0.205,0.10858923703175577,324.02939733421243,290.50076785102874,800,1150,1750,2400,3300,3300,3850,3850,188.5613509340136,153.4191681598928,0.055,0.055,0.04,150,90,0.05219852647207687
110_f1_g_ah,0.205,0.10612938080769613,324.8786079947788,720.8384495084673,800,1150,1750,2400,3300,3300,3850,3850,183.63797906757452,196.5364737549293,0.055,0.055,0.04,150,90,0.06746261686508659
111_m2_b_eh,0.205,0.12714548278228097,492.85160098264225,431.38257773373346,800,1150,1750,2400,3300,3300,3850,3850,83.80357683682266,102.3505867416106,0.055,0.055,0.04,150,90,0.12714548278228097
112_m2_d_iy,0.205,0.10122795759514483,141.70309235660358,410.263934759167,800,1150,1750,2400,3300,3300,3850,3850,105.38187365202323,138.6079359782123,0.055,0.055,0.04,150,90,0.10122795759514483
113_m1_b_eh,0.205,0.13057496284156267,277.13838419262174,423.8125359944694,800,1150,1750,2400,3300,3300,3850,3850,138.83307053591733,132.80924332515184,0.055,0.055,0.04,150,90,0.13057496284156267
114_f1_b_aa,0.205,0.10604253484932691,467.5780415635696,716.6743690694099,800,1150,1750,2400,3300,3300,3850,3850,140.48444528102252,190.55057203014616,0.055,0.055,0.04,150,90,0.06947555497084494
115_m2_b_eh,0.205,0.1425196809603778,376.2072937979632,634.7449906352142,800,1150,1750,2400,3300,3300,3850,3850,134.4885800481168,81.07732094232657,0.055,0.055,0.04,150,90,0.12426977081650561
116_m2_g_aa,0.205,0.14420176691736952,490.85378022281355,713.9059826988329,800,1150,1750,2400,3300,3300,3850,3850,77.53505607509977,124.78008535797801,0.055,0.055,0.04,150,90,0.06627259521997164
117_m1_d_aa,0.205,0.08182264927155768,459.9897941716002,517.6021038957042,800,1150,1750,2400,3300,3300,3850,3850,128.85666175894406,139.75925596699503,0.055,0.055,0.04,150,90,0.08182264927155768
118_m2_g_uw,0.205,0.11794646407965365,209.76408391626094,419.00160168036115,800,1150,1750,2400,3300,3300,3850,3850,134.07846296753814,84.33073320370356,0.055,0.055,0.04,150,90,0.08009998798871983
119_m2_b_iy,0.205,0.10799924727822992,242.03211404120205,216.78758947748264,800,1150,1750,2400,3300,3300,3850,3850,99.77614720996142,117.67062820840991,0.055,0.055,0.04,150,90,0.10799924727822992
120_f1_d_ah,0.205,0.08386890861056716,328.72961014131073,817.7607298128613,800,1150,1750,2400,3300,3300,3850,3850,149.54992790828373,186.58320308636235,0.055,0.055,0.04,150,90,0.050114062149674
121_m2_d_aa,0.205,0.17663742339748437,489.4937426352832,848.8655557308152,800,1150,1750,2400,3300,3300,3850,3850,64.53977072780864,72.50767380725694,0.055,0.055,0.04,150,90,0.10570106409294924
122_m1_b_ah,0.205,0.1374885466565335,485.9628921180662,657.5230365148145,800,1150,1750,2400,3300,3300,3850,3850,134.7915055801737,146.5211897174919,0.055,0.055,0.04,150,90,0.12030058884482342
123_m1_d_uw,0.205,0.08200276711963088,158.19689591933707,433.82718823334136,800,1150,1750,2400,3300,3300,3850,3850,92.1270011088951,84.03960085639831,0.055,0.055,0.04,150,90,0.06351147802004126
124_m2_b_ow,0.205,0.11043527455259045,722.3669327028039,473.3494513869241,800,1150,1750,2400,3300,3300,3850,3850,90.30775119099144,110.37783422228512,0.055,0.055,0.04,150,90,0.11043527455259045
125_m2_g_uw,0.205,0.14775465534622634,216.94846006438485,372.65828222130244,800,1150,1750,2400,3300,3300,3850,3850,95.01676622811775,88.43301373506894,0.055,0.055,0.04,150,90,0.035847009177349926
126_m1_d_aa,0.205,0.10368755975250558,533.328862194741,621.5861860123222,800,1150,1750,2400,3300,3300,3850,3850,106.46048384661397,97.38772150036185,0.055,0.055,0.04,150,90,0.10368755975250558
127_m2_d_eh,0.205,0.15842915062261625,342.4267109782325,458.0763010648896,800,1150,1750,2400,3300,3300,3850,3850,62.59107690978284,131.16343287029022,0.055,0.055,0.04,150,90,0.06108091272093406
128_m1_d_aa,0.205,0.09859977960246724,416.59802112583276,701.3888629400055,800,1150,1750,2400,3300,3300,3850,3850,85.72230483145862,112.97850944573977,0.055,0.055,0.04,150,90,0.06612162083498466
129_m1_g_ah,0.205,0.14003033510307422,342.6015903505545,464.72311056907586,800,1150,1750,2400,3300,3300,3850,3850,132.44295396929007,127.77600476847536,0.055,0.055,0.04,150,90,0.12738062578860565
130_m1_d_uw,0.205,0.11118382194125415,200.38974413792704,409.5194989857889,800,1150,1750,2400,3300,3300,3850,3850,116.49208960041955,99.50888751449511,0.055,0.055,0.04,150,90,0.11118382194125415
131_m1_g_aa,0.205,0.13830112139416292,279.39326941289016,768.9780864570449,800,1150,1750,2400,3300,3300,3850,3850,76.17993335716648,85.28503138161216,0.055,0.055,0.04,150,90,0.0858940475170631
132_m2_b_ow,0.205,0.12051324824855018,252.31802539427386,323.1222267054514,800,1150,1750,2400,3300,3300,3850,3850,132.10335215847246,140.1839072988554,0.055,0.055,0.04,150,90,0.12051324824855018
