Name,VowelDur,ClosureDur,F1offset,F1steady,F2offset,F2steady,F3offset,F3steady,F4offset,F4steady,F5offset,F5steady,f0offset,f0steady,f0TransitionDur,F1TransitionDur,OtherFsTransitionDur,F1Closure,f0Closure,ClosureVoicingDur
13_m1_b_ow,0.205,0.12076677949428834,436.4035410549785,473.91733975436625,800,1150,1750,2400,3300,3300,3850,3850,98.78169176038854,119.62674445052708,0.055,0.055,0.04,150,90,0.11422596342020676
14_m1_b_ow,0.205,0.15260493519667453,484.8505915062664,478.8951757830631,800,1150,1750,2400,3300,3300,3850,3850,89.25364910684536,130.55914556515506,0.055,0.055,0.04,150,90,0.1354553935505285
15_f1_b_eh,0.205,0.11683346262114612,499.9322246186711,570.3663737570145,800,1150,1750,2400,3300,3300,3850,3850,182.05127947387768,178.91315241639018,0.055,0.055,0.04,150,90,0.10619790018588085
16_m2_g_iy,0.205,0.14849722144980268,244.38378234542125,234.03565651629873,800,1150,1750,2400,3300,3300,3850,3850,84.5582456896969,118.81605064103945,0.055,0.055,0.04,150,90,0.14849722144980268
17_f1_b_ah,0.205,0.10541506826498612,574.0514490690442,773.5672662629577,800,1150,1750,2400,3300,3300,3850,3850,150.99902024894516,182.87266455423176,0.055,0.055,0.04,150,90,0.04486324958418157
18_m2_d_ah,0.205,0.13099474342102702,375.0321318254745,685.1718609566593,800,1150,1750,2400,3300,3300,3850,3850,86.9331397849099,114.75996742578315,0.055,0.055,0.04,150,90,0.0903337209179376
19_m1_g_eh,0.205,0.10367275504391976,351.4683618690791,471.09835434485615,800,1150,1750,2400,3300,3300,3850,3850,106.81094446908601,96.66410213364207,0.055,0.055,0.04,150,90,0.10367275504391976
20_m1_d_iy,0.205,0.11735312823240063,266.17139266514056,286.99274873373093,800,1150,1750,2400,3300,3300,3850,3850,117.7273136096115,117.65609915892222,0.055,0.055,0.04,150,90,0.10460555879377882
21_m1_b_iy,0.205,0.08900481870268291,261.44547119719823,287.85695816088275,800,1150,1750,2400,3300,3300,3850,3850,106.43938587443277,126.3473204929619,0.055,0.055,0.04,150,90,0.08900481870268291
22_m1_b_aa,0.205,0.13107636008490045,538.9034228483921,601.1491618190686,800,1150,1750,2400,3300,3300,3850,3850,86.81255567631227,107.4160369659179,0.055,0.055,0.04,150,90,0.12997439779753794
23_m1_b_iy,0.205,0.11505534250215478,257.3084109190234,279.93404012854916,800,1150,1750,2400,3300,3300,3850,3850,96.58922215877675,126.69089923840899,0.055,0.055,0.04,150,90,0.09413326629998009
24_m2_g_ah,0.205,0.19067106196569583,383.9095725566097,589.9046849552345,800,1150,1750,2400,3300,3300,3850,3850,119.73690855776023,118.09763198749795,0.055,0.055,0.04,150,90,0.1708395269067051
25_m2_b_iy,0.205,0.11847071522083782,241.04640946678455,248.60432301436592,800,1150,1750,2400,3300,3300,3850,3850,79.1540500809025,121.87327533459231,0.055,0.055,0.04,150,90,0.11583551668132486
26_m1_g_aa,0.205,0.1182964017632332,459.67631105577044,589.369494910557,800,1150,1750,2400,3300,3300,3850,3850,99.02122644019158,92.67163633953564,0.055,0.055,0.04,150,90,0.0905323967828228
27_f1_g_eh,0.205,0.10365543353674277,447.9801464350025,555.9474620315979,800,1150,1750,2400,3300,3300,3850,3850,163.48116047710235,195.14857331727725,0.055,0.055,0.04,150,90,0.034756841022144255
28_m1_d_ow,0.205,0.06803492947527322,326.23898063059914,443.2759030949278,800,1150,1750,2400,3300,3300,3850,3850,89.98193713313081,135.4965875910159,0.055,0.055,0.04,150,90,0.05755878628055884
29_m2_g_ow,0.205,0.12260069592875594,280.51280127026473,482.4985890042033,800,1150,1750,2400,3300,3300,3850,3850,98.55871872628644,117.64129774673096,0.055,0.055,0.04,150,90,0.06533012292508081
30_f1_g_aa,0.205,0.07475582651934197,401.135001978421,893.4945622250225,800,1150,1750,2400,3300,3300,3850,3850,176.79169594182747,194.7559611489998,0.055,0.055,0.04,150,90,0
31_m1_b_ah,0.205,0.13810451313114616,521.6297126150831,617.3756768461337,800,1150,1750,2400,3300,3300,3850,3850,118.04862879852502,102.2614631977928,0.055,0.055,0.04,150,90,0.13810451313114616
32_f1_b_iy,0.205,0.08178968150468288,271.4145232517701,342.64825653690554,800,1150,1750,2400,3300,3300,3850,3850,168.25985950247616,193.92358924428956,0.055,0.055,0.04,150,90,0.026978451932552168
33_m2_b_aa,0.205,0.14001415751186555,454.4374716684052,708.6166389870496,800,1150,1750,2400,3300,3300,3850,3850,105.221055965014,75.44838597868595,0.055,0.055,0.04,150,90,0.13997898859438937
34_m2_b_ow,0.205,0.11133637123313787,309.40791902088006,456.2779534801715,800,1150,1750,2400,3300,3300,3850,3850,95.3199589882754,95.82693532314187,0.055,0.055,0.04,150,90,0.11133637123313787
35_m2_g_ow,0.205,0.14156565899142126,289.4538685591593,462.2716800430763,800,1150,1750,2400,3300,3300,3850,3850,94.93397593069287,95.9977151038123,0.055,0.055,0.04,150,90,0.06039047335106998
36_m2_g_iy,0.205,0.1557746251898635,234.35003387723785,253.79121555983934,800,1150,1750,2400,3300,3300,3850,3850,107.24918719007995,132.12962688454218,0.055,0.055,0.04,150,90,0.13522610200622215
37_m1_g_iy,0.205,0.05909676378198273,238.99837839367032,247.59089254113826,800,1150,1750,2400,3300,3300,3850,3850,89.18520898199463,121.47713167388603,0.055,0.055,0.04,150,90,0.05909676378198273
38_f1_d_aa,0.205,0.0831275572553706,572.3275442957201,919.1465175269847,800,1150,1750,2400,3300,3300,3850,3850,170.63539218183712,173.8670060138134,0.055,0.055,0.04,150,90,0.05638721946362353
39_m2_b_eh,0.205,0.11897778157941154,484.0694562796688,558.9756859832185,800,1150,1750,2400,3300,3300,3850,3850,111.62137586083998,131.4733394882013,0.055,0.055,0.04,150,90,0.11897778157941154
40_m2_b_eh,0.205,0.15469152388659732,542.0509934316838,547.2399819809245,800,1150,1750,2400,3300,3300,3850,3850,102.82937120955366,103.21219558754794,0.055,0.055,0.04,150,90,0.13857988592029075
41_f1_d_eh,0.205,0.1001332007542041,463.64289526281095,560.10847300969,800,1150,1750,2400,3300,3300,3850,3850,165.87366058984693,174.9957552024768,0.055,0.055,0.04,150,90,0.08356761890325913
42_m1_d_iy,0.205,0.1181143353754724,235.72669198449583,256.33117175862685,800,1150,1750,2400,3300,3300,3850,3850,108.18123644939763,120.27667059584539,0.055,0.055,0.04,150,90,0.1044177875741138
43_m2_b_aa,0.205,0.13698495436212124,554.8861032794125,657.6775702209558,800,1150,1750,2400,3300,3300,3850,3850,75.30989508780124,99.62819770029883,0.055,0.055,0.04,150,90,0.12085437717150203
44_m2_b_eh,0.205,0.11434549413611764,468.55405892277906,568.7976437422112,800,1150,1750,2400,3300,3300,3850,3850,98.1195117217607,105.42156662729805,0.055,0.055,0.04,150,90,0.11434549413611764
45_m2_d_uw,0.205,0.14003554902668303,224.9262691344859,263.1788232179196,800,1150,1750,2400,3300,3300,3850,3850,127.3252422308447,127.38682372528048,0.055,0.055,0.04,150,90,0.08300679443537118
46_m2_g_eh,0.205,0.15053091746299882,367.7412081092028,575.0307437317496,800,1150,1750,2400,3300,3300,3850,3850,113.72128624979307,128.05103767350718,0.055,0.055,0.04,150,90,0.15053091746299882
47_m1_g_iy,0.205,0.1149626092639786,269.3825953337857,262.6024535545883,800,1150,1750,2400,3300,3300,3850,3850,135.09858203478717,119.95614844881582,0.055,0.055,0.04,150,90,0.10351833910007015
48_m1_b_uw,0.205,0.1426544716675406,253.15401307157848,313.01762179935287,800,1150,1750,2400,3300,3300,3850,3850,106.27049329533551,97.29447358669795,0.055,0.055,0.04,150,90,0.1323565366194452
49_m1_d_aa,0.205,0.08780011816347064,546.575775227116,646.2297530271854,800,1150,1750,2400,3300,3300,3850,3850,106.17175694815435,93.7468761650941,0.055,0.055,0.04,150,90,0.08632110873828489
50_m2_d_eh,0.205,0.1747921517941208,472.6615778596739,532.3652993601738,800,1150,1750,2400,3300,3300,3850,3850,103.92077388080357,109.8892797532971,0.055,0.055,0.04,150,90,0.14661990547184234
51_f1_d_uw,0.205,0.10915282284400409,352.68526851900975,358.5458302882762,800,1150,1750,2400,3300,3300,3850,3850,187.68774239910596,178.13948645706077,0.055,0.055,0.04,150,90,0.04942509359955988
52_m1_g_eh,0.205,0.09320688893896503,393.1296097814733,496.14240026351257,800,1150,1750,2400,3300,3300,3850,3850,112.52567024510928,105.32107178701479,0.055,0.055,0.04,150,90,0.09320688893896503
53_f1_b_uw,0.205,0.07661298841070463,328.2489262050131,366.56657875034443,800,1150,1750,2400,3300,3300,3850,3850,199.81640857982285,205.6059203221977,0.055,0.055,0.04,150,90,0.012288585001244207
54_m2_d_uw,0.205,0.1291013084468899,246.531359840495,293.72479046406437,800,1150,1750,2400,3300,3300,3850,3850,105.97798444418305,100.41929709028696,0.055,0.055,0.04,150,90,0.08715820121319082
55_m1_b_uw,0.205,0.11085080567715064,288.4881696247507,311.5745660422795,800,1150,1750,2400,3300,3300,3850,3850,111.89210020295789,116.2540524508873,0.055,0.055,0.04,150,90,0.10784660207577232
56_m2_d_aa,0.205,0.1692367671779153,523.5724271792822,721.022987250984,800,1150,1750,2400,3300,3300,3850,3850,98.06645330240711,109.31833080745893,0.055,0.055,0.04,150,90,0.08086612624284543
57_m1_g_uw,0.205,0.10241468982537252,272.47968224119444,255.9224975736772,800,1150,1750,2400,3300,3300,3850,3850,115.52172395356789,111.29107989730377,0.055,0.055,0.04,150,90,0.07415434220203806
58_f1_g_iy,0.205,0.05372720541998179,337.15473144711393,347.55431339718115,800,1150,1750,2400,3300,3300,3850,3850,198.82650970158068,181.1430069863569,0.055,0.055,0.04,150,90,0.008472642059516842
59_m2_g_eh,0.205,0.14957256543216055,310.0145623968831,539.4773510058307,800,1150,1750,2400,3300,3300,3850,3850,123.6370802520405,99.87344261998086,0.055,0.055,0.04,150,90,0.11107695491038434
60_m2_b_ah,0.205,0.1277597093704465,551.5691392992662,651.1034936486102,800,1150,1750,2400,3300,3300,3850,3850,90.41866515567831,76.79427088127856,0.055,0.055,0.04,150,90,0.109916213887936
61_m1_g_aa,0.205,0.09860857601441946,344.4176171563974,601.7053042031042,800,1150,1750,2400,3300,3300,3850,3850,106.71298459512523,91.28030463484754,0.055,0.055,0.04,150,90,0.09541952953191385
62_f1_g_ah,0.205,0.07898898342859986,425.04502828826304,776.0954660254006,800,1150,1750,2400,3300,3300,3850,3850,100.36582500376757,104.47732632028256,0.055,0.055,0.04,150,90,0.07432264621508704
63_m2_g_iy,0.205,0.11082916504716911,237.32126094209363,249.99501689646206,800,1150,1750,2400,3300,3300,3850,3850,129.8452894853978,142.52007941288318,0.055,0.055,0.04,150,90,0.11082916504716911
64_m1_d_aa,0.205,0.10009208579343416,529.5698067781954,636.2617119630398,800,1150,1750,2400,3300,3300,3850,3850,130.3830775119182,91.27631985390128,0.055,0.055,0.04,150,90,0.08965672387330288
65_m1_d_aa,0.205,0.08865925285819415,444.32804679199006,589.05650305765,800,1150,1750,2400,3300,3300,3850,3850,107.10315256615601,115.30019293130924,0.055,0.055,0.04,150,90,0.08865925285819415
66_f1_b_uw,0.205,0.09231886124877044,298.4594098495231,381.3672756895794,800,1150,1750,2400,3300,3300,3850,3850,172.3632662004379,203.5084975411403,0.055,0.055,0.04,150,90,0.026958819563687005
67_f1_d_iy,0.205,0.06478492300825835,334.2305602835397,298.6272229421734,800,1150,1750,2400,3300,3300,3850,3850,210.57056220454587,198.181528203756,0.055,0.055,0.04,150,90,0.06478492300825835
68_m1_g_uw,0.205,0.09972346488585387,241.56638322899306,280.0128180465789,800,1150,1750,2400,3300,3300,3850,3850,89.92118662719558,117.1963091952141,0.055,0.055,0.04,150,90,0.09972346488585387
69_m2_d_uw,0.205,0.12291549255618818,226.1051310247375,269.127879463685,800,1150,1750,2400,3300,3300,3850,3850,112.15328361311948,125.40129186093878,0.055,0.055,0.04,150,90,0.07951530186416648
70_m1_g_aa,0.205,0.10374206739487007,508.9515127569604,654.4251110253477,800,1150,1750,2400,3300,3300,3850,3850,103.69590908043963,113.76267549887386,0.055,0.055,0.04,150,90,0.07445138435022379
71_m1_b_eh,0.205,0.12768428517725305,445.06318657155845,499.62694273856084,800,1150,1750,2400,3300,3300,3850,3850,100.95372993984282,122.6970298071774,0.055,0.055,0.04,150,90,0.1112303360175247
72_m2_g_aa,0.205,0.1724992653742788,663.6296907617879,778.167558891763,800,1150,1750,2400,3300,3300,3850,3850,100.56356597008755,94.34965356179444,0.055,0.055,0.04,150,90,0.10283046882774395
73_f1_b_ah,0.205,0.11492948842885384,613.8351722205107,774.5059262097589,800,1150,1750,2400,3300,3300,3850,3850,157.39400096063417,169.7430943189527,0.055,0.055,0.04,150,90,0.06391674759956532
74_m2_g_eh,0.205,0.15099005287893846,385.2725888613761,568.0090920769787,800,1150,1750,2400,3300,3300,3850,3850,105.20706415053293,100.71043333730731,0.055,0.055,0.04,150,90,0.14787893712004202
75_m2_b_uw,0.205,0.12381688810684573,226.58519567932086,290.9588709603089,800,1150,1750,2400,3300,3300,3850,3850,86.8429510800246,117.57450633883964,0.055,0.055,0.04,150,90,0.10399830406113036
76_m2_b_iy,0.205,0.12128659050857372,234.56753390353285,260.2876431096373,800,1150,1750,2400,3300,3300,3850,3850,127.91764937465798,133.2822852666549,0.055,0.055,0.04,150,90,0.10842868758905277
77_m2_b_ah,0.205,0.1366334613491345,491.73009253423027,636.4033753790582,800,1150,1750,2400,3300,3300,3850,3850,91.56289856660847,116.53249353990887,0.055,0.055,0.04,150,90,0.11496761063663148
78_f1_b_aa,0.205,0.0938637346090571,663.9705460824428,879.770543961738,800,1150,1750,2400,3300,3300,3850,3850,166.18449423187806,162.70666779528966,0.055,0.055,0.04,150,90,0.06542710582626388
79_f1_b_ah,0.205,0.101280297399001,492.5728461182877,794.9698493327408,800,1150,1750,2400,3300,3300,3850,3850,186.32150938245834,185.07468110753248,0.055,0.055,0.04,150,90,0.07388082483547834
80_m1_g_eh,0.205,0.10325246829171171,336.72156813000595,454.98247222691214,800,1150,1750,2400,3300,3300,3850,3850,91.55903832661757,108.08892470853755,0.055,0.055,0.04,150,90,0.10325246829171171
81_m2_d_uw,0.205,0.16733746114186118,258.06751115629316,294.10356159012525,800,1150,1750,2400,3300,3300,3850,3850,118.36849827248507,94.37781726850093,0.055,0.055,0.04,150,90,0.10995296181604602
82_m1_g_ah,0.205,0.14688760761756933,370.6328480896011,554.8977242701897,800,1150,1750,2400,3300,3300,3850,3850,108.75938328759462,114.16429495458092,0.055,0.055,0.04,150,90,0.12361865991105267
83_m1_g_eh,0.205,0.10507186720558605,367.70661932237425,474.5467750640042,800,1150,1750,2400,3300,3300,3850,3850,99.78466581874422,101.60932096831912,0.055,0.055,0.04,150,90,0.10507186720558605
84_m1_b_ow,0.205,0.09903492316951977,392.95199080750916,501.8399589916144,800,1150,1750,2400,3300,3300,3850,3850,117.00203424034001,111.46253900137906,0.055,0.055,0.04,150,90,0.09903492316951977
85_m2_g_ow,0.205,0.12321367804502462,338.28904180812737,434.76311089796354,800,1150,1750,2400,3300,3300,3850,3850,98.22427412617074,96.84088242722245,0.055,0.055,0.04,150,90,0.05287943779374205
86_f1_b_iy,0.205,0.08867324318522758,294.1064579685959,308.64099969280323,800,1150,1750,2400,3300,3300,3850,3850,193.46025188920416,206.33979350746472,0.055,0.055,0.04,150,90,0.015247348144166954
87_m1_g_ow,0.205,0.08147574871574302,257.92859082806854,480.11033578554003,800,1150,1750,2400,3300,3300,3850,3850,117.77741475878744,119.10761886710186,0.055,0.055,0.04,150,90,0.07496814005104638
88_f1_d_ah,0.205,0.10094791338275949,445.8988540046101,729.65353614487,800,1150,1750,2400,3300,3300,3850,3850,172.12700614491771,179.3802628123759,0.055,0.055,0.04,150,90,0.10094791338275949
89_m1_d_ah,0.205,0.13489757572250985,442.6735920135311,584.213246657889,800,1150,1750,2400,3300,3300,3850,3850,93.78676535532905,107.22906064630368,0.055,0.055,0.04,150,90,0.13489757572250985
90_m1_d_iy,0.205,0.09957296083417265,261.700992105345,267.659965950269,800,1150,1750,2400,3300,3300,3850,3850,115.64831173055643,118.91762750070171,0.055,0.055,0.04,150,90,0.09957296083417265
91_m2_b_ow,0.205,0.12325605033388227,292.6758791376888,465.51138369388576,800,1150,1750,2400,3300,3300,3850,3850,88.96587898233972,110.65186394158886,0.055,0.055,0.04,150,90,0.11983325408628327
92_f1_b_eh,0.205,0.09989245978065651,475.2841486270168,571.6607928288954,800,1150,1750,2400,3300,3300,3850,3850,179.54236155662645,193.07887371114992,0.055,0.055,0.04,150,90,0.09989245978065651
93_m2_d_ah,0.205,0.11720552108224,376.30980989738555,682.449304988027,800,1150,1750,2400,3300,3300,3850,3850,96.48211851758897,85.00593704539794,0.055,0.055,0.04,150,90,0.07982042830871587
94_f1_b_eh,0.205,0.11785406280573406,499.5760808888722,573.9807642726894,800,1150,1750,2400,3300,3300,3850,3850,173.11878261874242,192.19468632956006,0.055,0.055,0.04,150,90,0.09117539673645994
95_m1_d_iy,0.205,0.11765011599393987,235.4953690022715,259.07726829260656,800,1150,1750,2400,3300,3300,3850,3850,78.89937525676821,139.4450185139309,0.055,0.055,0.04,150,90,0.11313548923660756
96_m1_g_ow,0.205,0.11453194771800633,337.49879365929536,431.8445948192405,800,1150,1750,2400,3300,3300,3850,3850,101.34691519463571,99.1639255331019,0.055,0.055,0.04,150,90,0.11090690070667832
97_m1_b_aa,0.205,0.13144322711030376,521.3026873766446,545.082317392887,800,1150,1750,2400,3300,3300,3850,3850,111.11985678391122,108.69085635335755,0.055,0.055,0.04,150,90,0.1105027001076899
98_f1_b_ah,0.205,0.10609040120536166,555.2887265722724,774.5942441023341,800,1150,1750,2400,3300,3300,3850,3850,177.5298780243187,186.25110352646053,0.055,0.055,0.04,150,90,0.07017516880410973
99_m2_b_uw,0.205,0.1147802048814685,231.97200307252152,308.92666423261335,800,1150,1750,2400,3300,3300,3850,3850,107.82740436790147,109.17348528529321,0.055,0.055,0.04,150,90,0.1147802048814685
100_m2_d_aa,0.205,0.1339513765070356,597.8183600817983,707.2869675367235,800,1150,1750,2400,3300,3300,3850,3850,83.03252001629005,115.09196085721636,0.055,0.055,0.04,150,90,0.08769269816606066
101_m2_d_eh,0.205,0.15371943426458234,418.0030909144752,549.3088919406266,800,1150,1750,2400,3300,3300,3850,3850,92.42191058390189,105.3041398178013,0.055,0.055,0.04,150,90,0.09528630775278991
102_m2_d_iy,0.205,0.1271571866643763,252.44613252399654,255.6776731669753,800,1150,1750,2400,3300,3300,3850,3850,104.36833338517172,128.859601782855,0.055,0.055,0.04,150,90,0.11674315576831036
103_f1_g_uw,0.205,0.08954517180630955,330.77842408296846,343.98951403284684,800,1150,1750,2400,3300,3300,3850,3850,179.00680338402447,165.24250705289637,0.055,0.055,0.04,150,90,0.002597663784088527
104_f1_d_uw,0.205,0.06821107942717017,346.62466837188464,330.6124899907548,800,1150,1750,2400,3300,3300,3850,3850,169.0942800469431,197.3013323811387,0.055,0.055,0.04,150,90,0.05111952522021414
105_m1_g_ah,0.205,0.1321212749525616,415.21742752022766,593.2908495677394,800,1150,1750,2400,3300,3300,3850,3850,101.14139680705662,120.49288174316288,0.055,0.055,0.04,150,90,0.11075455829905002
106_f1_g_aa,0.205,0.06133111222145216,440.32924102853315,938.8298087832968,800,1150,1750,2400,3300,3300,3850,3850,176.34507113992564,169.12117768112296,0.055,0.055,0.04,150,90,0.019957017400963777
107_m2_d_ah,0.205,0.1236722722697043,354.19658486613866,646.4560086388201,800,1150,1750,2400,3300,3300,3850,3850,94.66328634581735,93.04566864738315,0.055,0.055,0.04,150,90,0.10300562853395884
108_m2_d_ow,0.205,0.10641057532308372,325.4342073664401,440.8072558439135,800,1150,1750,2400,3300,3300,3850,3850,97.2166221876924,104.15310461519303,0.055,0.055,0.04,150,90,0.08638811214854815
109_f1_g_uw,0.205,0.07786665777521948,338.4056435763637,344.0200386956487,800,1150,1750,2400,3300,3300,3850,3850,179.45220339019306,202.82034063294168,0.055,0.055,0.04,150,90,0.040325062796078434
110_f1_g_ah,0.205,0.07556308410449541,448.9733077975903,781.914788811216,800,1150,1750,2400,3300,3300,3850,3850,157.78399409740913,178.96792352673918,0.055,0.055,0.04,150,90,0.04853927390515156
111_m2_b_eh,0.205,0.13658987112362975,538.2633679455812,578.3593460916464,800,1150,1750,2400,3300,3300,3850,3850,108.68119977968827,103.5706483990853,0.055,0.055,0.04,150,90,0.1351771434888587
112_m2_d_iy,0.205,0.11357744838766114,233.2147148714709,259.22727823563395,800,1150,1750,2400,3300,3300,3850,3850,92.76705324571894,122.07044745760466,0.055,0.055,0.04,150,90,0.0994003067078108
113_m1_b_eh,0.205,0.10499134924452279,458.76015620599594,506.6427876977648,800,1150,1750,2400,3300,3300,3850,3850,70.52025056712134,115.155086287809,0.055,0.055,0.04,150,90,0.10499134924452279
114_f1_b_aa,0.205,0.1016375993592586,702.63337953148,885.7107386394204,800,1150,1750,2400,3300,3300,3850,3850,171.3108070468532,174.8575253120237,0.055,0.055,0.04,150,90,0.0498991133175249
115_m2_b_eh,0.205,0.15732422258562714,558.0899815700005,562.093903346277,800,1150,1750,2400,3300,3300,3850,3850,112.98601568919752,140.12212974806476,0.055,0.055,0.04,150,90,0.15394989684813726
116_m2_g_aa,0.205,0.15777402535671817,649.18220307903,706.5298971033992,800,1150,1750,2400,3300,3300,3850,3850,103.66527565067163,108.22814149051693,0.055,0.055,0.04,150,90,0.11062564431853988
117_m1_d_aa,0.205,0.09898046246870966,555.1713488864872,623.8984230996288,800,1150,1750,2400,3300,3300,3850,3850,101.04053498520804,129.08091070414238,0.055,0.055,0.04,150,90,0.09898046246870966
118_m2_g_uw,0.205,0.11738999009106797,199.84953981488925,306.6695954515337,800,1150,1750,2400,3300,3300,3850,3850,119.06525996188883,136.24052564824666,0.055,0.055,0.04,150,90,0.07484884769260948
119_m2_b_iy,0.205,0.10624347363186636,254.27627805567278,242.61631105970258,800,1150,1750,2400,3300,3300,3850,3850,113.09009030696663,109.43782777806533,0.055,0.055,0.04,150,90,0.10624347363186636
120_f1_d_ah,0.205,0.11070397368548593,450.10561537194525,754.786056506574,800,1150,1750,2400,3300,3300,3850,3850,162.5364736797209,172.23747943229944,0.055,0.055,0.04,150,90,0.08165345822822855
121_m2_d_aa,0.205,0.16784352431434918,545.1542973210311,743.1029087961077,800,1150,1750,2400,3300,3300,3850,3850,96.70933151376735,108.83362299190216,0.055,0.055,0.04,150,90,0.0856348847467657
122_m1_b_ah,0.205,0.1530217336429415,487.9599302053509,569.2556621947392,800,1150,1750,2400,3300,3300,3850,3850,104.74534632847697,136.87836503930168,0.055,0.055,0.04,150,90,0.1495507570574529
123_m1_d_uw,0.205,0.10512393821204148,239.7307812534438,299.10648529004385,800,1150,1750,2400,3300,3300,3850,3850,109.91352381049025,117.08704769086319,0.055,0.055,0.04,150,90,0.10512393821204148
124_m2_b_ow,0.205,0.1066209909420024,285.06178997435967,494.24392752105217,800,1150,1750,2400,3300,3300,3850,3850,99.45147975362815,98.80778174405238,0.055,0.055,0.04,150,90,0.0991328546706091
125_m2_g_uw,0.205,0.15118943177125604,168.36785298371407,308.82287257222373,800,1150,1750,2400,3300,3300,3850,3850,111.7235429994016,111.75348909606984,0.055,0.055,0.04,150,90,0.057645730555781954
126_m1_d_aa,0.205,0.09478825712225494,529.1393617160355,557.5616949026211,800,1150,1750,2400,3300,3300,3850,3850,118.20568691774841,99.76978275627349,0.055,0.055,0.04,150,90,0.09478825712225494
127_m2_d_eh,0.205,0.15476739816178103,437.8786114444599,577.1447777901889,800,1150,1750,2400,3300,3300,3850,3850,94.17449219692003,107.34712159697986,0.055,0.055,0.04,150,90,0.11208572504444003
128_m1_d_aa,0.205,0.10924849600717568,419.8758811349427,613.0662543465558,800,1150,1750,2400,3300,3300,3850,3850,94.94746232554463,97.6346761717975,0.055,0.055,0.04,150,90,0.10586949055876162
129_m1_g_ah,0.205,0.14922938179767856,396.5813169782714,558.6421553738843,800,1150,1750,2400,3300,3300,3850,3850,73.80759172440969,119.72114294923904,0.055,0.055,0.04,150,90,0.12428129891353236
130_m1_d_uw,0.205,0.10778198293490335,228.6066235876912,297.2199853350382,800,1150,1750,2400,3300,3300,3850,3850,113.6660179746364,93.27517265830409,0.055,0.055,0.04,150,90,0.10702795341199978
131_m1_g_aa,0.205,0.1240090751275594,480.72559790880865,626.5515877071405,800,1150,1750,2400,3300,3300,3850,3850,107.37841510074318,108.88972206922148,0.055,0.055,0.04,150,90,0.06608456509138892
132_m2_b_ow,0.205,0.11062436745270546,339.46174316593243,462.19537256606003,800,1150,1750,2400,3300,3300,3850,3850,95.02469866607927,142.18917384237406,0.055,0.055,0.04,150,90,0.11062436745270546
