FileID,Category
79_f1_b_ah,voiced
80_m1_g_eh,voiced
81_m2_d_uw,voiced
82_m1_g_ah,voiced
83_m1_g_eh,voiced
84_m1_b_ow,voiced
85_m2_g_ow,voiced
86_f1_b_iy,voiced
87_m1_g_ow,voiced
88_f1_d_ah,voiced
89_m1_d_ah,voiced
90_m1_d_iy,voiced
91_m2_b_ow,voiced
92_f1_b_eh,voiced
93_m2_d_ah,voiced
94_f1_b_eh,voiced
95_m1_d_iy,voiced
96_m1_g_ow,voiced
97_m1_b_aa,voiced
98_f1_b_ah,voiced
99_m2_b_uw,voiced
100_m2_d_aa,voiced
101_m2_d_eh,voiced
102_m2_d_iy,voiced
103_f1_g_uw,voiced
104_f1_d_uw,voiced
105_m1_g_ah,voiced
106_f1_g_aa,voiced
107_m2_d_ah,voiced
108_m2_d_ow,voiced
109_f1_g_uw,voiced
110_f1_g_ah,voiced
111_m2_b_eh,voiced
112_m2_d_iy,voiced
113_m1_b_eh,voiced
114_f1_b_aa,voiced
115_m2_b_eh,voiced
116_m2_g_aa,voiced
117_m1_d_aa,voiced
118_m2_g_uw,voiced
119_m2_b_iy,voiced
120_f1_d_ah,voiced
121_m2_d_aa,voiced
122_m1_b_ah,voiced
123_m1_d_uw,voiced
124_m2_b_ow,voiced
125_m2_g_uw,voiced
126_m1_d_aa,voiced
127_m2_d_eh,voiced
128_m1_d_aa,voiced
129_m1_g_ah,voiced
130_m1_d_uw,voiced
131_m1_g_aa,voiced
132_m2_b_ow,voiced
133_m1_d_ow,voiced
134_f1_g_ah,voiced
135_m1_g_ah,voiced
136_f1_d_ow,voiced
137_m2_d_ow,voiced
138_f1_d_uw,voiced
139_m1_b_uw,voiced
140_m2_d_ah,voiced
141_m1_g_eh,voiced
142_m1_b_iy,voiced
143_m2_b_uw,voiced
144_m1_g_uw,voiced
145_m1_d_iy,voiced
146_f1_b_uw,voiced
147_f1_d_iy,voiced
148_f1_b_uw,voiced
149_m2_d_uw,voiced
150_f1_g_uw,voiced
151_m2_b_ow,voiced
152_f1_g_ow,voiced
153_m1_b_uw,voiced
154_m1_b_eh,voiced
155_f1_d_aa,voiced
156_m1_b_aa,voiced
157_f1_b_ah,voiced
158_f1_d_eh,voiced
159_m1_b_ow,voiced
160_f1_b_uw,voiced
161_f1_g_iy,voiced
162_f1_g_uw,voiced
163_m2_d_ow,voiced
164_f1_d_ow,voiced
165_f1_g_iy,voiced
166_m2_g_uw,voiced
167_m2_g_eh,voiced
168_f1_g_aa,voiced
169_f1_g_aa,voiced
170_f1_d_iy,voiced
171_m2_b_ah,voiced
172_m2_d_uw,voiced
173_m2_g_uw,voiced
174_f1_b_ow,voiced
175_f1_b_eh,voiced
176_f1_b_ah,voiced
177_m1_d_uw,voiced
178_m2_b_eh,voiced
179_f1_g_iy,voiced
180_m2_d_ow,voiced
181_f1_d_iy,voiced
182_m2_g_uw,voiced
183_m1_d_uw,voiced
184_f1_d_iy,voiced
185_m2_d_eh,voiced
186_m1_d_aa,voiced
187_m1_b_ow,voiced
188_f1_b_ah,voiced
189_m1_b_uw,voiced
190_f1_d_uw,voiced
191_m1_g_iy,voiced
192_f1_b_aa,voiced
193_m1_b_aa,voiced
194_m2_d_ow,voiced
195_m1_b_ah,voiced
196_f1_b_aa,voiced
197_f1_d_eh,voiced
198_m1_g_iy,voiced
199_f1_g_eh,voiced
200_f1_d_ow,voiced
201_m1_b_ah,voiced
202_f1_g_ow,voiced
203_m2_d_eh,voiced
204_m2_g_ah,voiced
205_f1_g_uw,voiced
206_m1_b_uw,voiced
207_m1_g_ow,voiced
208_m2_d_ow,voiced
209_m2_b_ow,voiced
210_m1_b_iy,voiced
211_m2_g_uw,voiced
212_f1_b_ow,voiced
213_f1_b_ow,voiced
214_f1_b_eh,voiced
215_m1_d_uw,voiced
216_m1_g_aa,voiced
217_m2_d_uw,voiced
218_m1_d_eh,voiced
219_m1_d_ah,voiced
220_m1_b_ow,voiced
221_m1_b_ah,voiced
222_m2_d_ah,voiced
223_f1_b_iy,voiced
224_m1_g_uw,voiced
225_f1_g_aa,voiced
226_f1_d_uw,voiced
227_m1_b_uw,voiced
228_f1_b_iy,voiced
229_m2_d_iy,voiced
230_m2_b_ah,voiced
231_f1_g_ow,voiced
232_m1_b_ah,voiced
233_m1_b_iy,voiced
234_m2_g_aa,voiced
235_m1_b_iy,voiced
236_m1_g_ow,voiced
237_f1_d_iy,voiced
238_f1_b_ah,voiced
239_m1_d_iy,voiced
240_m2_b_ah,voiced
241_f1_d_uw,voiced
242_f1_g_aa,voiced
243_f1_d_iy,voiced
244_f1_g_uw,voiced
245_m2_g_ow,voiced
246_m2_b_eh,voiced
247_m1_d_iy,voiced
248_f1_b_aa,voiced
249_f1_b_eh,voiced
250_m1_d_ow,voiced
251_f1_g_ah,voiced
252_m2_g_eh,voiced
253_f1_b_ow,voiced
254_f1_d_eh,voiced
255_m1_b_ow,voiced
256_m2_g_eh,voiced
257_m1_b_iy,voiced
258_m1_g_iy,voiced
259_m1_b_ow,voiced
260_f1_g_uw,voiced
261_m1_g_ow,voiced
262_f1_d_eh,voiced
263_m2_g_ah,voiced
264_f1_g_ow,voiced
265_m2_b_ah,voiced
266_m2_g_aa,voiced
267_m1_g_eh,voiced
268_m1_g_ow,voiced
269_m2_d_ah,voiced
270_m2_b_ow,voiced
271_m1_b_uw,voiced
272_m1_d_ow,voiced
273_m1_b_iy,voiced
274_f1_d_eh,voiced
275_m1_g_uw,voiced
276_m2_d_iy,voiced
277_m1_b_ow,voiced
278_m1_d_eh,voiced
279_f1_d_aa,voiced
280_m1_d_aa,voiced
281_m2_g_iy,voiced
282_m2_b_ah,voiced
283_f1_d_ah,voiced
284_f1_d_ah,voiced
285_m2_d_eh,voiced
286_f1_b_uw,voiced
287_m2_g_eh,voiced
288_m2_b_iy,voiced
289_f1_d_ah,voiced
290_m1_b_ow,voiced
291_m1_d_ow,voiced
292_f1_d_uw,voiced
293_f1_d_ow,voiced
294_m2_d_ah,voiced
295_m2_g_ow,voiced
296_f1_g_ow,voiced
297_m2_g_ow,voiced
298_m1_g_aa,voiced
299_m2_d_ow,voiced
300_f1_g_eh,voiced
301_m1_g_iy,voiced
302_f1_d_eh,voiced
303_m2_g_ah,voiced
304_f1_b_ah,voiced
305_f1_d_aa,voiced
306_m1_d_ow,voiced
307_f1_b_iy,voiced
308_m1_d_uw,voiced
309_f1_d_aa,voiced
310_f1_g_eh,voiced
311_m1_g_iy,voiced
312_f1_b_aa,voiced
313_f1_g_aa,voiced
314_m1_b_eh,voiced
315_m1_d_iy,voiced
316_m2_d_eh,voiced
317_f1_d_ah,voiced
318_f1_d_uw,voiced
319_m2_g_ow,voiced
320_m2_b_aa,voiced
321_f1_d_eh,voiced
322_m2_b_ah,voiced
323_m2_g_aa,voiced
324_f1_d_ah,voiced
325_m2_d_iy,voiced
326_m2_b_iy,voiced
327_m2_d_uw,voiced
328_f1_d_aa,voiced
329_m1_g_ow,voiced
330_m2_b_eh,voiced
331_f1_b_iy,voiced
332_m2_g_ow,voiced
333_m2_b_uw,voiced
334_m2_b_eh,voiced
335_m2_b_iy,voiced
336_m1_b_iy,voiced
337_f1_d_eh,voiced
338_f1_g_eh,voiced
339_m2_b_ah,voiced
340_f1_d_aa,voiced
341_f1_b_ow,voiced
342_f1_d_uw,voiced
343_m2_b_ah,voiced
344_f1_g_eh,voiced
345_m2_b_iy,voiced
346_m2_d_iy,voiced
347_m1_d_ow,voiced
348_m1_d_uw,voiced
349_m2_g_uw,voiced
350_m1_g_eh,voiced
351_f1_b_aa,voiced
352_m1_g_uw,voiced
353_m1_g_ow,voiced
354_m1_d_iy,voiced
355_m2_b_ow,voiced
356_m1_g_uw,voiced
357_f1_d_aa,voiced
358_f1_b_ah,voiced
359_m1_d_eh,voiced
360_m2_d_aa,voiced
361_m1_d_uw,voiced
362_f1_b_iy,voiced
363_m2_g_eh,voiced
364_m1_b_ah,voiced
365_m1_b_iy,voiced
366_m1_d_aa,voiced
367_m2_b_ow,voiced
368_m1_b_iy,voiced
369_f1_g_iy,voiced
370_m2_b_aa,voiced
371_m1_b_uw,voiced
372_m2_b_ah,voiced
373_m2_b_aa,voiced
374_m1_d_aa,voiced
375_f1_b_uw,voiced
376_f1_b_eh,voiced
377_m2_g_ow,voiced
378_m1_d_aa,voiced
379_f1_d_eh,voiced
380_m2_g_aa,voiced
381_f1_d_ah,voiced
382_m2_b_ow,voiced
383_m2_b_eh,voiced
384_f1_b_ow,voiced
385_m1_g_uw,voiced
386_m2_d_ow,voiced
387_m1_d_eh,voiced
388_m1_g_iy,voiced
389_f1_d_eh,voiced
390_f1_b_uw,voiced
391_f1_b_ah,voiced
392_m1_b_aa,voiced
393_m2_g_ow,voiced
394_m1_b_iy,voiced
395_m2_g_eh,voiced
396_m2_b_ah,voiced
397_m1_d_iy,voiced
398_m2_d_aa,voiced
399_m2_d_ow,voiced
400_m2_g_uw,voiced
401_m2_g_iy,voiced
402_m2_d_ah,voiced
403_m1_g_ah,voiced
404_f1_b_ah,voiced
405_m1_g_aa,voiced
406_m1_b_uw,voiced
407_m2_d_ah,voiced
408_m2_d_ah,voiced
409_m2_d_iy,voiced
410_m1_d_iy,voiced
411_m2_d_ow,voiced
412_m2_g_aa,voiced
413_m1_d_ah,voiced
414_m2_b_eh,voiced
415_f1_g_iy,voiced
416_f1_g_uw,voiced
417_m1_b_uw,voiced
418_m1_d_aa,voiced
419_m2_b_ah,voiced
420_f1_g_uw,voiced
421_m1_g_ow,voiced
422_m1_g_ah,voiced
423_f1_b_aa,voiced
424_m1_d_iy,voiced
425_m1_g_uw,voiced
426_f1_g_eh,voiced
427_m1_d_ah,voiced
428_m2_b_eh,voiced
429_m1_b_uw,voiced
430_f1_d_uw,voiced
431_m2_g_eh,voiced
432_f1_d_iy,voiced
433_m1_g_aa,voiced
434_m2_g_iy,voiced
435_m1_d_ow,voiced
436_f1_d_ow,voiced
437_m1_b_iy,voiced
438_m1_g_uw,voiced
439_m2_d_eh,voiced
440_m2_b_uw,voiced
441_f1_d_eh,voiced
442_m2_b_eh,voiced
443_m2_b_iy,voiced
444_m2_d_aa,voiced
445_f1_d_uw,voiced
446_m1_b_ah,voiced
447_m2_d_aa,voiced
448_m1_d_iy,voiced
449_m1_b_iy,voiced
450_m1_d_ah,voiced
451_f1_b_ow,voiced
452_m1_d_uw,voiced
453_m1_d_uw,voiced
454_m2_g_ow,voiced
455_m1_b_uw,voiced
456_f1_d_ow,voiced
457_f1_d_eh,voiced
458_m2_g_eh,voiced
459_m2_d_aa,voiced
460_m1_b_ow,voiced
461_m2_g_ow,voiced
462_m1_d_eh,voiced
463_m1_d_ah,voiced
464_m2_d_uw,voiced
465_m1_b_aa,voiced
466_f1_g_uw,voiced
467_m2_d_aa,voiced
468_f1_g_eh,voiced
469_m2_g_aa,voiced
470_f1_g_iy,voiced
471_m2_g_ah,voiced
472_m1_b_iy,voiced
473_f1_b_aa,voiced
474_m2_g_eh,voiced
475_f1_g_aa,voiced
476_m1_g_uw,voiced
477_f1_d_aa,voiced
478_m1_b_aa,voiced
479_m2_b_aa,voiced
480_m2_g_aa,voiced
481_f1_g_ow,voiced
482_m2_g_aa,voiced
483_m2_b_aa,voiced
484_f1_g_aa,voiced
485_f1_b_aa,voiced
486_m2_g_ah,voiced
487_m1_b_eh,voiced
488_m1_d_eh,voiced
489_m2_d_iy,voiced
490_f1_d_uw,voiced
491_m1_b_aa,voiced
492_m2_b_iy,voiced
493_m1_d_ow,voiced
494_m2_d_ah,voiced
495_f1_g_aa,voiced
496_m2_d_uw,voiced
497_f1_b_uw,voiced
498_m1_d_uw,voiced
499_f1_b_iy,voiced
500_f1_t_iy,voiceless
501_m1_t_iy,voiceless
502_f1_p_eh,voiceless
503_f1_k_ow,voiceless
504_m1_p_iy,voiceless
505_f1_k_eh,voiceless
506_m1_p_eh,voiceless
507_f1_k_iy,voiceless
508_f1_k_aa,voiceless
509_m2_p_aa,voiceless
510_m1_k_eh,voiceless
511_f1_t_ah,voiceless
512_f1_k_uw,voiceless
513_m1_t_aa,voiceless
514_f1_k_ah,voiceless
515_f1_p_eh,voiceless
516_m1_k_uw,voiceless
517_m1_t_ow,voiceless
518_m1_k_eh,voiceless
519_m2_t_uw,voiceless
520_m2_p_aa,voiceless
521_m2_p_ow,voiceless
522_m1_k_ow,voiceless
523_f1_k_aa,voiceless
524_m1_p_eh,voiceless
525_m1_k_ow,voiceless
526_f1_t_ah,voiceless
527_m2_t_iy,voiceless
528_f1_p_ow,voiceless
529_m1_k_uw,voiceless
530_f1_t_ow,voiceless
531_m1_p_iy,voiceless
532_m2_k_iy,voiceless
533_m2_t_eh,voiceless
534_m2_p_eh,voiceless
535_m2_p_eh,voiceless
536_f1_k_ah,voiceless
537_f1_t_ah,voiceless
538_f1_p_iy,voiceless
539_m1_t_eh,voiceless
540_m1_k_eh,voiceless
541_m2_p_ah,voiceless
542_m1_t_ow,voiceless
543_f1_t_aa,voiceless
544_m1_t_ah,voiceless
545_m1_t_uw,voiceless
546_f1_p_iy,voiceless
547_m1_p_ah,voiceless
548_m2_k_aa,voiceless
549_m2_p_ow,voiceless
550_m1_k_eh,voiceless
551_f1_p_ah,voiceless
552_f1_p_iy,voiceless
553_m2_p_uw,voiceless
554_m1_p_aa,voiceless
555_m1_p_aa,voiceless
556_m1_p_ow,voiceless
557_m1_p_uw,voiceless
558_m1_t_ow,voiceless
559_m1_p_eh,voiceless
560_f1_p_eh,voiceless
561_m1_k_ah,voiceless
562_m1_k_aa,voiceless
563_m2_p_ow,voiceless
564_m2_t_eh,voiceless
565_f1_t_uw,voiceless
566_m1_k_aa,voiceless
567_m1_t_uw,voiceless
568_m2_p_uw,voiceless
569_f1_k_ow,voiceless
570_m2_p_ah,voiceless
571_m1_t_ah,voiceless
572_f1_t_ah,voiceless
573_f1_t_uw,voiceless
574_f1_p_aa,voiceless
575_m1_k_uw,voiceless
576_m2_p_aa,voiceless
577_m2_t_ow,voiceless
578_f1_k_ow,voiceless
579_m2_k_ow,voiceless
580_f1_k_aa,voiceless
581_m1_k_eh,voiceless
582_m1_t_iy,voiceless
583_m2_p_eh,voiceless
584_m2_p_iy,voiceless
585_m1_k_eh,voiceless
586_m1_k_uw,voiceless
587_m2_t_ah,voiceless
588_f1_p_aa,voiceless
589_m1_t_aa,voiceless
590_m1_p_ow,voiceless
591_m1_k_iy,voiceless
592_m2_k_iy,voiceless
593_m2_t_uw,voiceless
594_f1_p_uw,voiceless
595_m1_t_ow,voiceless
596_m1_k_uw,voiceless
597_f1_p_uw,voiceless
598_m1_k_ah,voiceless
599_m1_k_iy,voiceless
600_f1_t_eh,voiceless
601_f1_t_aa,voiceless
602_f1_t_ow,voiceless
603_m1_k_eh,voiceless
604_m2_k_ah,voiceless
605_f1_t_ah,voiceless
606_m1_k_iy,voiceless
607_f1_p_iy,voiceless
608_m1_t_ah,voiceless
609_f1_t_eh,voiceless
610_f1_k_ah,voiceless
611_m1_p_aa,voiceless
612_f1_t_eh,voiceless
613_m1_t_iy,voiceless
614_f1_p_aa,voiceless
615_m2_t_uw,voiceless
616_f1_p_eh,voiceless
617_m2_p_iy,voiceless
618_m1_k_eh,voiceless
619_f1_t_ah,voiceless
620_f1_k_uw,voiceless
621_m1_k_ow,voiceless
622_f1_t_ow,voiceless
623_f1_t_aa,voiceless
624_f1_p_aa,voiceless
625_f1_p_uw,voiceless
626_m1_k_iy,voiceless
627_m1_p_ah,voiceless
628_m2_t_iy,voiceless
629_m2_k_aa,voiceless
630_m2_k_ow,voiceless
631_f1_p_uw,voiceless
632_m1_p_eh,voiceless
633_m1_k_uw,voiceless
634_m2_k_ah,voiceless
635_m1_p_ah,voiceless
636_m2_t_ah,voiceless
637_m1_p_iy,voiceless
638_m2_p_iy,voiceless
639_m1_t_iy,voiceless
640_m2_k_eh,voiceless
641_m1_t_aa,voiceless
642_m2_k_eh,voiceless
643_m2_k_aa,voiceless
644_m2_t_ah,voiceless
645_f1_p_ow,voiceless
646_f1_k_uw,voiceless
647_f1_k_ow,voiceless
648_f1_p_uw,voiceless
649_m1_t_iy,voiceless
650_m2_p_eh,voiceless
651_m1_p_ah,voiceless
652_m1_p_aa,voiceless
653_m2_p_iy,voiceless
654_m2_k_eh,voiceless
655_m2_p_aa,voiceless
656_f1_p_aa,voiceless
657_m2_k_aa,voiceless
658_m2_t_ah,voiceless
659_m2_p_uw,voiceless
660_m2_p_ah,voiceless
661_m1_t_uw,voiceless
662_f1_k_ow,voiceless
663_m2_p_uw,voiceless
664_m1_t_aa,voiceless
665_f1_p_iy,voiceless
666_f1_k_iy,voiceless
667_f1_t_eh,voiceless
668_m1_k_ah,voiceless
669_f1_k_aa,voiceless
670_m1_p_iy,voiceless
671_f1_p_aa,voiceless
672_m1_k_ow,voiceless
673_m1_t_ow,voiceless
674_m2_t_uw,voiceless
675_m1_t_aa,voiceless
676_f1_k_eh,voiceless
677_m2_p_ah,voiceless
678_f1_t_iy,voiceless
679_m2_t_ah,voiceless
680_m1_k_eh,voiceless
681_f1_t_aa,voiceless
682_m1_p_aa,voiceless
683_m1_k_ow,voiceless
684_m2_k_ah,voiceless
685_f1_t_eh,voiceless
686_f1_p_aa,voiceless
687_m1_p_ow,voiceless
688_m2_k_uw,voiceless
689_m2_p_uw,voiceless
690_f1_t_eh,voiceless
691_f1_k_uw,voiceless
692_f1_k_aa,voiceless
693_m2_p_aa,voiceless
694_m2_k_eh,voiceless
695_m1_p_ah,voiceless
696_m2_k_eh,voiceless
697_f1_t_uw,voiceless
698_f1_p_iy,voiceless
699_m1_t_uw,voiceless
700_f1_p_aa,voiceless
701_m1_k_eh,voiceless
702_m2_k_aa,voiceless
703_m2_t_iy,voiceless
704_m1_t_iy,voiceless
705_m2_t_ow,voiceless
706_m1_p_ow,voiceless
707_f1_k_ah,voiceless
708_m2_p_iy,voiceless
709_m2_t_aa,voiceless
710_m2_t_ah,voiceless
711_m1_t_ow,voiceless
712_f1_k_eh,voiceless
713_m2_t_ow,voiceless
714_f1_t_iy,voiceless
715_m1_p_iy,voiceless
716_m1_p_uw,voiceless
717_m2_p_ah,voiceless
718_m2_p_uw,voiceless
719_f1_t_ow,voiceless
720_m1_p_aa,voiceless
721_m1_p_iy,voiceless
722_f1_p_aa,voiceless
723_m1_p_ah,voiceless
724_m2_t_uw,voiceless
725_f1_t_aa,voiceless
726_f1_t_eh,voiceless
727_f1_t_ah,voiceless
728_m2_p_ah,voiceless
729_m2_k_ow,voiceless
730_f1_k_eh,voiceless
731_m2_t_ow,voiceless
732_m2_p_ow,voiceless
733_m2_k_ow,voiceless
734_m2_k_ow,voiceless
735_m1_t_aa,voiceless
736_m1_p_ah,voiceless
737_m1_t_ow,voiceless
738_f1_t_ow,voiceless
739_m2_t_aa,voiceless
740_f1_t_eh,voiceless
741_f1_t_ah,voiceless
742_f1_k_iy,voiceless
743_f1_t_aa,voiceless
744_f1_t_ow,voiceless
745_f1_k_ah,voiceless
746_m1_k_iy,voiceless
747_m2_p_eh,voiceless
748_m1_k_uw,voiceless
749_f1_k_ah,voiceless
750_m2_t_ow,voiceless
751_m1_k_eh,voiceless
752_m2_p_aa,voiceless
753_f1_k_ah,voiceless
754_m2_k_ow,voiceless
755_f1_k_aa,voiceless
756_m1_t_ow,voiceless
757_m2_k_aa,voiceless
758_f1_t_uw,voiceless
759_m1_k_aa,voiceless
760_m1_k_ow,voiceless
761_m2_t_ow,voiceless
762_f1_t_ow,voiceless
763_f1_t_ow,voiceless
764_m2_t_ow,voiceless
765_m2_t_eh,voiceless
766_f1_t_iy,voiceless
767_m1_t_uw,voiceless
768_m1_k_ow,voiceless
769_m2_t_ow,voiceless
770_f1_t_ah,voiceless
771_m1_t_uw,voiceless
772_m1_t_eh,voiceless
773_m1_t_aa,voiceless
774_m1_k_eh,voiceless
775_f1_k_eh,voiceless
776_m1_t_ah,voiceless
777_f1_p_iy,voiceless
778_f1_p_aa,voiceless
779_f1_p_iy,voiceless
780_m1_p_ow,voiceless
781_m1_t_aa,voiceless
782_m2_k_ah,voiceless
783_m2_k_uw,voiceless
784_m1_p_eh,voiceless
785_m1_p_ow,voiceless
786_m1_k_aa,voiceless
787_m1_p_ow,voiceless
788_f1_k_aa,voiceless
789_m2_k_ah,voiceless
790_m2_p_ah,voiceless
791_f1_p_eh,voiceless
792_m2_t_ow,voiceless
793_f1_t_eh,voiceless
794_m2_p_eh,voiceless
795_m1_k_ah,voiceless
796_m2_k_uw,voiceless
797_f1_p_uw,voiceless
798_f1_k_iy,voiceless
799_f1_k_aa,voiceless
800_m1_t_iy,voiceless
801_m2_p_aa,voiceless
802_m1_t_uw,voiceless
803_f1_p_ow,voiceless
804_m1_p_eh,voiceless
805_m2_t_ah,voiceless
806_m2_t_aa,voiceless
807_f1_k_iy,voiceless
808_m2_p_uw,voiceless
809_m2_p_uw,voiceless
810_m2_k_iy,voiceless
811_m2_t_aa,voiceless
812_m1_p_ah,voiceless
813_f1_t_aa,voiceless
814_m2_p_eh,voiceless
815_m1_t_eh,voiceless
816_f1_t_uw,voiceless
817_f1_p_uw,voiceless
818_m2_p_uw,voiceless
819_m1_k_ow,voiceless
820_m1_p_aa,voiceless
821_m2_k_uw,voiceless
822_f1_t_ow,voiceless
823_m1_k_aa,voiceless
824_m2_t_eh,voiceless
825_m2_p_uw,voiceless
826_m1_k_uw,voiceless
827_m2_k_iy,voiceless
828_m2_k_uw,voiceless
829_m2_k_aa,voiceless
830_m2_t_uw,voiceless
831_f1_p_uw,voiceless
832_m1_k_ah,voiceless
833_m1_t_uw,voiceless
834_m1_k_ah,voiceless
835_m1_k_iy,voiceless
836_m1_p_uw,voiceless
837_f1_t_eh,voiceless
838_m1_k_ah,voiceless
839_f1_k_ow,voiceless
840_m1_t_uw,voiceless
841_m1_k_aa,voiceless
842_m1_k_aa,voiceless
843_f1_p_iy,voiceless
844_m2_k_ow,voiceless
845_f1_t_aa,voiceless
846_m2_t_eh,voiceless
847_m1_t_iy,voiceless
848_m2_p_iy,voiceless
849_m2_k_uw,voiceless
850_m2_p_ah,voiceless
851_m2_p_ah,voiceless
852_m1_p_iy,voiceless
853_m1_t_ow,voiceless
854_m2_p_iy,voiceless
855_m2_t_uw,voiceless
856_m1_p_ah,voiceless
857_f1_t_eh,voiceless
858_m1_k_iy,voiceless
859_m2_k_iy,voiceless
860_m1_k_uw,voiceless
861_f1_t_aa,voiceless
862_f1_k_aa,voiceless
863_m1_k_ah,voiceless
864_m2_t_iy,voiceless
865_m1_k_aa,voiceless
866_f1_p_eh,voiceless
867_m1_k_aa,voiceless
868_m2_k_iy,voiceless
869_m1_k_uw,voiceless
870_m1_p_aa,voiceless
871_m2_t_eh,voiceless
872_m1_p_aa,voiceless
873_f1_t_ow,voiceless
874_f1_t_iy,voiceless
875_m1_t_aa,voiceless
876_f1_t_iy,voiceless
877_m2_p_iy,voiceless
878_m1_k_aa,voiceless
879_f1_p_eh,voiceless
880_m1_p_aa,voiceless
881_m2_t_uw,voiceless
882_m2_t_aa,voiceless
883_m2_p_eh,voiceless
884_m2_t_aa,voiceless
885_m2_k_uw,voiceless
886_f1_t_ah,voiceless
887_m1_t_uw,voiceless
888_m2_p_ow,voiceless
889_f1_p_aa,voiceless
890_f1_k_aa,voiceless
891_m2_k_uw,voiceless
892_m1_t_ah,voiceless
893_m1_k_ow,voiceless
894_f1_t_eh,voiceless
895_m2_t_eh,voiceless
896_m2_k_uw,voiceless
897_m1_t_ah,voiceless
898_m1_t_eh,voiceless
899_m2_p_iy,voiceless
900_m2_p_iy,voiceless
901_m2_t_ah,voiceless
902_m1_t_ah,voiceless
903_m2_k_eh,voiceless
904_f1_k_eh,voiceless
905_m1_t_ah,voiceless
906_m2_t_ow,voiceless
907_f1_t_uw,voiceless
908_m2_k_ow,voiceless
909_f1_k_aa,voiceless
910_f1_p_iy,voiceless
911_m1_t_eh,voiceless
912_f1_t_aa,voiceless
913_m2_p_ah,voiceless
914_f1_k_aa,voiceless
915_f1_p_uw,voiceless
916_m2_t_eh,voiceless
917_m2_t_ow,voiceless
918_f1_t_ah,voiceless
919_m2_t_ah,voiceless
920_m1_k_ow,voiceless
921_f1_p_ow,voiceless
922_m1_t_uw,voiceless
923_f1_k_aa,voiceless
924_m2_p_iy,voiceless
925_m1_p_ah,voiceless
926_m2_k_uw,voiceless
927_m1_k_ah,voiceless
928_m2_p_ah,voiceless
929_m1_p_uw,voiceless
930_f1_k_iy,voiceless
931_m1_t_uw,voiceless
932_f1_p_eh,voiceless
933_f1_t_iy,voiceless
934_m1_p_iy,voiceless
935_m2_p_iy,voiceless
936_m1_t_iy,voiceless
937_m2_p_ow,voiceless
938_m2_k_aa,voiceless
939_m2_t_aa,voiceless
940_m1_t_iy,voiceless
941_m2_p_ow,voiceless
942_f1_k_ah,voiceless
943_f1_k_uw,voiceless
944_m1_t_ow,voiceless
945_f1_k_uw,voiceless
946_f1_k_iy,voiceless
947_m1_k_aa,voiceless
948_m1_p_ow,voiceless
949_m1_p_ow,voiceless
950_m2_p_aa,voiceless
951_f1_p_iy,voiceless
952_m2_t_iy,voiceless
953_m2_p_eh,voiceless
954_f1_t_aa,voiceless
955_f1_k_iy,voiceless
956_m1_t_iy,voiceless
957_m1_k_iy,voiceless
958_f1_t_iy,voiceless
959_f1_k_eh,voiceless
960_f1_t_ow,voiceless
961_m2_k_iy,voiceless
962_m1_p_ah,voiceless
963_m1_k_uw,voiceless
964_f1_p_uw,voiceless
